artist_name,artist_popularity,artist_track_count
2 Unlimited,0.1523525062642939,11
2 minutos,0.1796029696323979,23
2-4 Grooves,0.12376944064514141,2
20 Watt Tombstone,0.057430923139770364,10
20 Years of Age,0.07831489519059595,2
20/20,0.053841490443534715,12
2000F & J Kamata,0.08204417591395766,1
2002,0.017343488498045293,137
20th Century Steel Band,0.03745494987376328,26
21 Hertz,0.043073192354827775,20
21 Savage,0.727207876032733,47
21:03,0.036658036046661936,27
21street,0.053841490443534715,12
22-20s,0.03745494987376328,26
220 KID,0.12966322353300527,1
23,0.07831489519059595,2
23 Skidoo,0.07831489519059595,2
23 Skunks,0.0662664497766581,6
24 Carat Black,0.07831489519059595,2
24Herbs,0.046565613356570563,17
24K,0.06381213682196707,7
24SJU,0.12376944064514141,2
24hrs,0.07490989974752656,3
24kGoldn,0.2053446823562222,3
25 Ta Life,0.07831489519059595,2
2562,0.03313322488832905,32
257ers,0.1523525062642939,11
25th Annual Putnam County Spelling Bee Original Cast,0.06807319235482777,20
27CLUB,0.06153313193546824,8
28 Days,0.12966322353300527,1
280 West,0.08204417591395766,1
2Baba,0.02267010123938304,56
2BiC,0.06891710776772443,5
2CELLOS,0.2053446823562222,3
2DLQTZ,0.08204417591395766,1
2KBABY,0.12966322353300527,1
2LSON,0.08204417591395766,1
2NE1,0.3169606114640142,58
2PM,0.08776054197946716,68
2Pac,0.27061257001932304,197
2R,0.059411299799762445,9
2Special,0.06153313193546824,8
2Yoon,0.07831489519059595,2
2am,0.10061966741062461,17
2ara,0.08204417591395766,1
2econd Class Citizen,0.023601749235522065,53
2nd Exit,0.2585741420843504,6
2nd Gen,0.06891710776772443,5
2nd Moon,0.0506743439468562,14
2nd South Carolina String Band,0.0492265055483746,15
2pole,0.08204417591395766,1
2raumwohnung,0.10636936269123173,15
2x4,0.08204417591395766,1
3 Busserulls,0.07831489519059595,2
3 Doors Down,0.3064219349916816,77
3 Dueños,0.08204417591395766,1
3 Inches Of Blood,0.07779793411980317,15
3 Na Bossa,0.046565613356570563,17
3 Of A Kind,0.12966322353300527,1
3 Pill Morning,0.09389405842045209,9
3 Quarters Dead,0.06153313193546824,8
